county_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".Moody County, South Dakota","6,493","6,499","6,492","6,451","6,435","6,453","6,508","6,494","6,502","6,576"
".Oglala Lakota County, South Dakota","13,636","13,896","14,037","14,126","14,213","14,358","14,425","14,384","14,331","14,177"
".Pennington County, South Dakota","101,243","102,404","104,232","105,919","107,510","108,088","109,111","110,503","111,950","113,775"
".Perkins County, South Dakota","2,988","3,018","3,032","3,025","3,023","2,984","2,964","2,962","2,908","2,865"
".Potter County, South Dakota","2,351","2,370","2,340","2,357","2,306","2,295","2,256","2,214","2,206","2,153"
".Roberts County, South Dakota","10,189","10,291","10,324","10,238","10,280","10,209","10,192","10,265","10,376","10,394"
".Sanborn County, South Dakota","2,354","2,355","2,318","2,325","2,331","2,348","2,374","2,435","2,396","2,344"
".Spink County, South Dakota","6,421","6,564","6,740","6,666","6,656","6,554","6,493","6,507","6,484","6,376"
".Stanley County, South Dakota","2,971","2,978","2,976","2,979","2,979","2,974","3,012","2,986","3,017","3,098"
".Sully County, South Dakota","1,377","1,374","1,428","1,435","1,405","1,401","1,410","1,398","1,377","1,391"
".Todd County, South Dakota","9,642","9,842","9,908","9,994","9,951","10,041","10,233","10,277","10,245","10,177"
".Tripp County, South Dakota","5,648","5,632","5,518","5,523","5,509","5,422","5,495","5,443","5,491","5,441"
".Turner County, South Dakota","8,352","8,356","8,301","8,306","8,192","8,131","8,259","8,303","8,422","8,384"
".Union County, South Dakota","14,491","14,642","14,800","14,759","14,991","14,925","15,137","15,277","15,570","15,932"
".Walworth County, South Dakota","5,442","5,559","5,446","5,484","5,502","5,404","5,472","5,497","5,477","5,435"
".Yankton County, South Dakota","22,436","22,500","22,584","22,641","22,676","22,682","22,649","22,682","22,759","22,814"
".Ziebach County, South Dakota","2,824","2,839","2,879","2,851","2,858","2,837","2,871","2,748","2,744","2,756"
".Anderson County, Tennessee","75,098","75,209","75,225","75,299","75,157","75,456","75,528","76,056","76,287","76,978"
".Bedford County, Tennessee","45,078","45,247","45,254","45,565","46,251","46,948","47,442","48,211","49,146","49,713"
".Benton County, Tennessee","16,511","16,529","16,445","16,360","16,197","16,220","16,082","15,993","16,246","16,160"
".Bledsoe County, Tennessee","12,884","12,992","12,926","13,910","14,501","14,601","14,738","14,895","14,883","15,064"
".Blount County, Tennessee","123,199","123,664","124,024","124,874","125,847","126,954","128,264","129,999","131,331","133,088"
".Bradley County, Tennessee","99,083","99,798","101,049","101,778","102,771","103,774","104,390","105,421","107,050","108,110"
".Campbell County, Tennessee","40,735","40,688","40,532","40,247","39,893","39,772","39,784","39,791","39,795","39,842"
".Cannon County, Tennessee","13,797","13,724","13,789","13,700","13,572","13,740","13,876","14,157","14,440","14,678"
".Carroll County, Tennessee","28,454","28,547","28,667","28,606","28,411","27,982","27,901","27,807","27,975","27,767"
".Carter County, Tennessee","57,342","57,385","57,347","56,978","56,325","56,375","56,473","56,510","56,417","56,391"
".Cheatham County, Tennessee","39,131","38,986","39,231","39,340","39,610","39,593","39,775","40,366","40,502","40,667"
".Chester County, Tennessee","17,194","17,150","17,076","17,116","17,136","17,123","17,130","17,154","17,245","17,297"
".Claiborne County, Tennessee","32,215","32,106","31,763","31,627","31,571","31,555","31,634","31,661","31,850","31,959"
".Clay County, Tennessee","7,844","7,741","7,702","7,688","7,620","7,663","7,654","7,663","7,677","7,615"
".Cocke County, Tennessee","35,640","35,432","35,530","35,400","35,266","35,138","35,234","35,528","35,858","36,004"
".Coffee County, Tennessee","52,770","52,920","53,147","53,298","53,524","54,093","54,537","55,016","55,877","56,520"
".Crockett County, Tennessee","14,588","14,560","14,610","14,610","14,652","14,586","14,448","14,436","14,296","14,230"
".Cumberland County, Tennessee","56,193","56,527","56,990","57,438","57,924","58,217","58,580","59,023","59,738","60,520"
".Davidson County, Tennessee","627,746","635,918","649,344","660,179","669,611","679,793","685,829","687,159","690,516","694,144"
".Decatur County, Tennessee","11,717","11,682","11,634","11,696","11,685","11,600","11,735","11,732","11,699","11,663"
".DeKalb County, Tennessee","18,695","18,754","18,869","19,150","19,227","19,292","19,444","19,876","20,133","20,490"
".Dickson County, Tennessee","49,684","49,982","50,214","50,164","50,465","51,334","51,900","52,774","53,446","53,948"
".Dyer County, Tennessee","38,318","38,118","38,188","38,093","37,807","37,753","37,542","37,339","37,286","37,159"
".Fayette County, Tennessee","38,427","38,570","38,686","38,812","39,123","39,280","39,703","40,150","40,556","41,133"
".Fentress County, Tennessee","17,923","17,997","17,916","17,904","17,849","17,965","18,040","18,214","18,322","18,523"
".Franklin County, Tennessee","40,959","40,857","40,688","41,213","41,288","41,343","41,518","41,623","41,935","42,208"
".Gibson County, Tennessee","49,731","49,898","49,666","49,380","49,436","49,329","49,250","49,255","49,171","49,133"
".Giles County, Tennessee","29,406","29,284","28,969","28,801","28,819","28,973","29,165","29,379","29,446","29,464"
".Grainger County, Tennessee","22,721","22,753","22,689","22,739","22,862","22,848","23,095","23,106","23,137","23,320"
".Greene County, Tennessee","68,834","69,173","68,760","68,336","68,464","68,586","68,529","68,821","69,164","69,069"
".Grundy County, Tennessee","13,725","13,588","13,583","13,449","13,340","13,337","13,276","13,332","13,348","13,427"
".Hamblen County, Tennessee","62,510","62,899","62,764","63,051","63,010","63,353","63,681","64,062","64,629","64,934"
".Hamilton County, Tennessee","337,214","341,094","345,693","349,050","350,729","353,690","357,778","361,032","364,293","367,804"
".Hancock County, Tennessee","6,798","6,708","6,657","6,621","6,619","6,577","6,583","6,593","6,561","6,620"
".Hardeman County, Tennessee","27,169","26,869","26,612","26,360","25,989","25,817","25,584","25,488","25,276","25,050"
".Hardin County, Tennessee","26,050","25,869","25,962","25,925","25,801","25,754","25,740","25,738","25,693","25,652"
".Hawkins County, Tennessee","56,870","56,621","56,560","56,696","56,481","56,370","56,565","56,620","56,713","56,786"
".Haywood County, Tennessee","18,812","18,546","18,276","18,234","18,235","18,036","17,822","17,607","17,347","17,304"
".Henderson County, Tennessee","27,788","28,039","28,082","28,042","28,093","28,078","27,855","27,851","27,983","28,117"
".Henry County, Tennessee","32,398","32,440","32,377","32,250","32,245","32,127","32,232","32,380","32,336","32,345"
".Hickman County, Tennessee","24,647","24,364","24,192","24,207","24,465","24,373","24,666","24,839","25,007","25,178"
".Houston County, Tennessee","8,451","8,347","8,424","8,276","8,221","8,124","8,101","8,158","8,234","8,201"
".Humphreys County, Tennessee","18,558","18,403","18,287","18,244","18,147","18,157","18,383","18,503","18,551","18,582"
".Jackson County, Tennessee","11,625","11,558","11,595","11,561","11,524","11,534","11,611","11,702","11,777","11,786"
".Jefferson County, Tennessee","51,714","51,908","52,300","52,134","52,408","53,011","53,148","53,730","54,012","54,495"
".Johnson County, Tennessee","18,286","18,223","18,159","18,014","17,935","17,842","17,759","17,603","17,774","17,788"
".Knox County, Tennessee","432,938","436,776","440,791","444,314","447,903","451,297","456,089","461,565","466,258","470,313"
".Lake County, Tennessee","7,827","7,793","7,715","7,713","7,680","7,602","7,531","7,451","7,407","7,016"
".Lauderdale County, Tennessee","27,721","27,701","27,694","27,573","27,357","26,903","25,320","26,093","25,997","25,633"
".Lawrence County, Tennessee","41,967","42,162","42,154","42,028","42,304","42,592","43,056","43,388","43,771","44,142"
".Lewis County, Tennessee","12,173","12,146","11,942","11,994","11,886","11,875","11,891","12,025","12,074","12,268"
".Lincoln County, Tennessee","33,382","33,387","33,379","33,499","33,443","33,609","33,564","33,892","34,189","34,366"
".Loudon County, Tennessee","48,710","49,188","49,823","50,386","50,586","50,916","51,373","52,260","53,082","54,068"
".McMinn County, Tennessee","52,176","52,335","52,441","52,431","52,675","52,502","52,700","52,931","53,336","53,794"
".McNairy County, Tennessee","26,066","26,077","26,142","26,035","26,032","25,864","25,832","26,001","25,830","25,694"
".Macon County, Tennessee","22,237","22,455","22,488","22,637","22,919","23,076","23,340","23,905","24,289","24,602"
".Madison County, Tennessee","98,249","98,084","98,505","98,730","98,134","97,569","97,478","97,491","97,603","97,984"
".Marion County, Tennessee","28,220","28,099","28,226","28,326","28,405","28,397","28,383","28,406","28,598","28,907"
".Marshall County, Tennessee","30,687","30,848","30,971","31,140","31,287","31,590","32,035","33,020","33,806","34,375"
".Maury County, Tennessee","81,172","81,528","82,054","83,618","85,384","87,425","89,556","92,237","94,273","96,387"
".Meigs County, Tennessee","11,792","11,687","11,668","11,659","11,703","11,804","11,953","12,042","12,297","12,422"
".Monroe County, Tennessee","44,610","44,903","45,095","45,228","45,391","45,625","45,848","46,035","46,269","46,545"
".Montgomery County, Tennessee","173,159","176,504","184,782","184,252","189,005","192,398","194,424","199,771","205,312","208,993"
".Moore County, Tennessee","6,330","6,367","6,289","6,274","6,285","6,261","6,293","6,391","6,457","6,488"
".Morgan County, Tennessee","22,019","21,998","21,892","21,673","21,699","21,494","21,741","21,555","21,534","21,403"
".Obion County, Tennessee","31,822","31,675","31,310","31,017","30,828","30,561","30,547","30,375","30,274","30,069"
".Overton County, Tennessee","22,092","22,165","22,164","21,969","21,951","22,067","21,964","21,998","22,068","22,241"
".Perry County, Tennessee","7,940","7,865","7,852","7,880","7,819","7,852","7,880","7,954","8,050","8,076"
".Pickett County, Tennessee","5,082","5,124","5,048","5,013","5,078","5,139","5,091","5,062","5,053","5,048"
".Polk County, Tennessee","16,813","16,771","16,624","16,632","16,684","16,769","16,794","16,759","16,918","16,832"
".Putnam County, Tennessee","72,549","73,065","73,529","74,095","74,930","75,074","75,985","77,299","78,631","80,245"
".Rhea County, Tennessee","31,858","32,082","32,367","32,529","32,623","32,373","32,474","32,671","32,911","33,167"
".Roane County, Tennessee","54,169","53,988","53,615","53,161","52,852","52,770","52,944","53,020","53,258","53,382"
".Robertson County, Tennessee","66,322","66,775","66,798","67,412","68,046","68,687","69,393","70,328","71,179","71,813"
".Rutherford County, Tennessee","263,708","269,160","274,397","281,148","288,848","298,197","307,415","316,531","324,647","332,285"
".Scott County, Tennessee","22,227","22,105","22,175","22,062","21,990","21,893","21,890","21,964","22,028","22,068"
".Sequatchie County, Tennessee","14,128","14,274","14,350","14,537","14,634","14,641","14,754","14,767","14,891","15,026"
".Sevier County, Tennessee","89,923","91,192","92,362","93,477","94,660","95,417","96,470","97,307","97,895","98,250"
".Shelby County, Tennessee","928,447","933,186","939,168","938,363","937,500","937,067","936,021","935,251","936,365","937,166"
".Smith County, Tennessee","19,126","19,210","19,179","19,117","19,097","19,308","19,526","19,732","19,979","20,157"
".Stewart County, Tennessee","13,348","13,223","13,309","13,277","13,210","13,187","13,190","13,422","13,619","13,715"
".Sullivan County, Tennessee","156,749","156,876","156,322","156,185","156,404","156,199","156,182","156,924","157,599","158,348"
".Sumner County, Tennessee","161,214","163,680","165,967","168,754","172,269","175,326","179,332","183,756","187,490","191,283"
".Tipton County, Tennessee","61,065","61,305","61,524","61,572","61,596","61,533","61,223","61,305","61,576","61,599"
".Trousdale County, Tennessee","7,874","7,815","7,794","7,810","7,998","8,051","9,955","10,831","11,033","11,284"
".Unicoi County, Tennessee","18,284","18,302","18,253","18,095","17,951","17,819","17,737","17,796","17,822","17,883"
".Union County, Tennessee","19,116","19,191","19,105","19,063","18,991","19,159","19,219","19,399","19,689","19,972"
".Van Buren County, Tennessee","5,569","5,555","5,653","5,574","5,696","5,695","5,721","5,747","5,763","5,872"
".Warren County, Tennessee","39,858","39,907","39,744","39,875","39,983","40,262","40,428","40,717","40,826","41,277"
".Washington County, Tennessee","123,384","123,887","124,873","125,397","125,745","126,137","127,247","127,603","128,661","129,375"
".Wayne County, Tennessee","16,985","17,000","16,973","16,920","16,860","16,767","16,747","16,641","16,635","16,673"
".Weakley County, Tennessee","35,044","34,857","34,554","34,155","34,001","33,872","33,610","33,325","33,413","33,328"
".White County, Tennessee","25,828","26,050","26,031","26,193","26,264","26,342","26,463","26,764","27,086","27,345"
".Williamson County, Tennessee","184,143","188,501","193,211","199,143","205,334","211,605","218,903","226,048","231,978","238,412"
".Wilson County, Tennessee","114,677","116,800","119,143","121,990","125,197","128,536","132,494","136,691","140,954","144,657"
".Anderson County, Texas","58,493","58,394","58,059","57,960","57,829","57,639","57,526","58,175","57,974","57,735"
".Andrews County, Texas","14,849","15,386","16,105","16,779","17,435","18,072","17,791","17,603","18,011","18,705"
".Angelina County, Texas","86,905","87,297","87,509","87,312","87,567","87,829","87,682","87,572","86,810","86,715"
".Aransas County, Texas","23,181","23,216","23,459","23,889","24,566","24,800","25,162","25,392","23,446","23,510"
".Archer County, Texas","9,118","8,840","8,816","8,801","8,844","8,763","8,781","8,783","8,700","8,553"
".Armstrong County, Texas","1,902","1,936","1,953","1,940","1,913","1,901","1,843","1,867","1,879","1,887"
".Atascosa County, Texas","44,965","45,504","46,438","47,021","47,715","48,363","48,720","49,083","50,322","51,153"
".Austin County, Texas","28,363","28,604","28,562","28,679","28,968","29,471","29,629","29,722","29,965","30,032"
".Bailey County, Texas","7,154","7,175","7,139","7,124","6,966","7,223","7,196","7,066","7,015","7,000"
".Bandera County, Texas","20,559","20,541","20,591","20,557","20,813","21,144","21,701","22,327","22,792","23,112"
".Bastrop County, Texas","74,371","75,055","74,749","75,814","77,737","80,115","82,591","84,585","86,595","88,723"
".Baylor County, Texas","3,708","3,695","3,590","3,577","3,566","3,609","3,638","3,555","3,573","3,509"
".Bee County, Texas","31,864","32,318","32,480","32,810","32,841","32,617","32,812","32,592","32,467","32,565"
".Bell County, Texas","312,849","315,799","324,963","327,028","330,149","336,076","341,094","347,377","355,397","362,924"
".Bexar County, Texas","1,722,838","1,755,361","1,788,738","1,821,328","1,858,003","1,894,834","1,927,651","1,956,988","1,981,187","2,003,554"
".Blanco County, Texas","10,498","10,567","10,616","10,636","10,805","11,029","11,301","11,481","11,648","11,931"
".Borden County, Texas",646,632,613,646,665,655,657,670,647,654
".Bosque County, Texas","18,269","18,259","18,126","17,863","17,716","17,864","18,009","18,295","18,629","18,685"
".Bowie County, Texas","92,638","92,808","93,030","93,374","93,268","93,050","93,424","93,458","93,688","93,245"
".Brazoria County, Texas","314,428","319,147","324,224","329,890","337,570","345,227","353,155","361,853","368,887","374,264"
".Brazos County, Texas","195,666","197,450","200,260","204,116","208,975","216,258","219,739","223,917","225,781","229,211"
".Brewster County, Texas","9,258","9,349","9,259","9,287","9,150","9,143","9,211","9,325","9,272","9,203"
".Briscoe County, Texas","1,633","1,659","1,576","1,562","1,552","1,514","1,483","1,514","1,512","1,546"
".Brooks County, Texas","7,208","7,216","7,196","7,259","7,228","7,190","7,190","7,132","7,099","7,093"
".Brown County, Texas","38,076","38,000","37,808","37,671","37,553","37,736","38,039","37,815","37,820","37,864"
".Burleson County, Texas","17,237","17,328","17,433","17,269","17,387","17,611","17,848","18,053","18,335","18,443"
".Burnet County, Texas","42,762","43,216","43,377","43,580","43,954","44,734","45,817","46,600","47,344","48,155"
".Caldwell County, Texas","38,127","38,470","38,682","39,201","39,703","40,419","41,147","42,328","43,161","43,664"
".Calhoun County, Texas","21,313","21,359","21,575","21,729","21,812","21,887","21,948","21,712","21,504","21,290"
".Callahan County, Texas","13,512","13,511","13,488","13,502","13,505","13,589","13,789","13,968","13,990","13,943"
".Cameron County, Texas","407,630","413,201","415,877","417,357","419,005","419,450","421,350","422,227","422,139","423,163"
".Camp County, Texas","12,398","12,422","12,487","12,462","12,657","12,699","12,771","12,845","12,983","13,094"
".Carson County, Texas","6,162","6,238","6,089","5,988","6,036","6,013","6,096","6,005","6,007","5,926"
".Cass County, Texas","30,457","30,281","30,031","30,237","30,123","30,140","30,058","29,966","30,106","30,026"
".Castro County, Texas","8,126","8,094","8,262","8,120","7,927","7,787","7,765","7,696","7,588","7,530"
".Chambers County, Texas","35,456","35,699","36,508","37,367","38,296","39,028","40,163","41,269","42,227","43,837"
".Cherokee County, Texas","50,941","51,090","51,277","51,093","51,189","51,568","51,879","52,116","52,381","52,646"
".Childress County, Texas","7,070","7,027","7,100","7,055","7,196","7,169","7,204","7,269","7,315","7,306"
".Clay County, Texas","10,737","10,668","10,523","10,455","10,377","10,359","10,251","10,484","10,448","10,471"
".Cochran County, Texas","3,147","3,082","3,028","3,009","2,945","2,977","2,921","2,853","2,831","2,853"
".Coke County, Texas","3,319","3,266","3,202","3,180","3,217","3,227","3,259","3,285","3,355","3,387"
".Coleman County, Texas","8,870","8,743","8,667","8,526","8,416","8,316","8,412","8,399","8,367","8,175"
".Collin County, Texas","787,614","812,540","835,230","856,398","884,688","915,243","943,742","971,864","1,004,307","1,034,730"
".Collingsworth County, Texas","3,054","3,085","3,024","3,100","3,016","3,010","3,007","2,964","2,942","2,920"
".Colorado County, Texas","20,872","20,806","20,724","20,717","20,696","20,951","21,081","21,291","21,305","21,493"
".Comal County, Texas","109,306","112,113","114,873","118,627","123,214","128,795","134,343","140,721","148,141","156,209"
".Comanche County, Texas","13,953","13,867","13,723","13,554","13,472","13,395","13,543","13,533","13,540","13,635"
".Concho County, Texas","4,102","4,124","4,085","4,122","4,089","4,072","4,140","2,707","2,683","2,726"
".Cooke County, Texas","38,472","38,443","38,717","38,456","38,764","39,170","39,343","39,932","40,504","41,257"
".Coryell County, Texas","75,651","76,625","78,458","76,761","76,166","76,145","74,803","74,760","74,741","75,951"
".Cottle County, Texas","1,512","1,507","1,485","1,442","1,429","1,439","1,402","1,375","1,382","1,398"
".Crane County, Texas","4,382","4,358","4,525","4,718","4,897","4,995","4,779","4,685","4,755","4,797"
".Crockett County, Texas","3,701","3,652","3,705","3,763","3,790","3,735","3,642","3,535","3,439","3,464"
".Crosby County, Texas","6,026","6,044","6,036","5,924","5,825","5,918","5,911","5,849","5,764","5,737"
".Culberson County, Texas","2,403","2,393","2,316","2,306","2,282","2,254","2,220","2,230","2,194","2,171"
".Dallam County, Texas","6,747","6,888","7,059","7,110","7,214","7,301","7,357","7,272","7,303","7,287"
".Dallas County, Texas","2,372,993","2,408,697","2,455,930","2,484,486","2,519,410","2,557,830","2,591,488","2,620,154","2,629,350","2,635,516"
".Dawson County, Texas","13,826","13,747","13,611","13,219","13,445","12,987","12,999","12,744","12,605","12,728"
".Deaf Smith County, Texas","19,467","19,522","19,373","19,180","19,123","18,825","18,846","18,753","18,711","18,546"
".Delta County, Texas","5,242","5,147","5,242","5,120","5,142","5,159","5,147","5,276","5,332","5,331"
".Denton County, Texas","666,760","685,740","707,892","728,624","753,188","779,584","808,212","835,364","858,741","887,207"
".DeWitt County, Texas","20,054","20,205","20,358","20,377","20,518","20,632","20,623","20,180","20,106","20,160"
".Dickens County, Texas","2,447","2,401","2,322","2,297","2,215","2,204","2,193","2,190","2,218","2,211"
".Dimmit County, Texas","10,043","10,109","10,471","10,894","10,987","10,910","10,679","10,282","10,195","10,124"
".Donley County, Texas","3,734","3,686","3,645","3,561","3,483","3,391","3,387","3,340","3,315","3,278"
".Duval County, Texas","11,724","11,796","11,582","11,581","11,509","11,336","11,431","11,270","11,147","11,157"
".Eastland County, Texas","18,594","18,582","18,459","18,279","18,257","18,152","18,240","18,294","18,319","18,360"
".Ector County, Texas","137,075","139,642","144,495","149,656","154,588","159,903","157,858","156,951","161,960","166,223"
".Edwards County, Texas","1,999","1,979","1,990","1,899","1,904","1,910","1,908","1,929","1,908","1,932"
".Ellis County, Texas","150,367","152,373","153,739","155,928","159,204","163,292","168,332","173,405","179,006","184,826"
".El Paso County, Texas","803,576","819,896","832,310","830,864","833,783","831,898","834,949","837,401","836,825","839,238"
".Erath County, Texas","37,912","38,922","39,405","39,886","40,514","41,191","41,372","41,723","42,223","42,698"
".Falls County, Texas","17,891","17,848","17,570","17,242","17,210","17,216","17,276","17,340","17,231","17,297"
".Fannin County, Texas","33,920","33,878","33,601","33,510","33,593","33,502","33,933","34,550","35,185","35,514"
".Fayette County, Texas","24,556","24,749","24,661","24,721","24,782","24,945","25,018","25,119","25,278","25,346"
".Fisher County, Texas","3,959","3,947","3,838","3,859","3,874","3,877","3,877","3,874","3,821","3,830"
".Floyd County, Texas","6,403","6,368","6,348","6,245","5,947","5,843","5,847","5,830","5,783","5,712"
".Foard County, Texas","1,344","1,361","1,310","1,286","1,275","1,225","1,200","1,202","1,191","1,155"
".Fort Bend County, Texas","590,253","606,064","624,824","651,847","684,048","715,331","744,160","767,712","788,081","811,688"
".Franklin County, Texas","10,607","10,562","10,637","10,615","10,563","10,603","10,677","10,798","10,778","10,725"
".Freestone County, Texas","19,803","19,602","19,484","19,597","19,677","19,746","19,669","19,649","19,789","19,717"
".Frio County, Texas","17,256","17,492","17,931","18,400","18,938","19,361","19,584","19,895","20,211","20,306"
".Gaines County, Texas","17,588","17,908","18,307","18,807","19,335","20,217","20,446","20,553","20,820","21,492"
".Galveston County, Texas","292,484","295,605","301,049","306,589","313,367","320,974","328,820","334,633","337,858","342,139"
".Garza County, Texas","6,467","6,560","6,418","6,371","6,417","6,391","6,212","6,490","6,243","6,229"
".Gillespie County, Texas","24,874","25,039","25,175","25,363","25,473","25,916","26,206","26,483","26,702","26,988"
".Glasscock County, Texas","1,232","1,238","1,280","1,271","1,328","1,380","1,365","1,363","1,391","1,409"
".Goliad County, Texas","7,219","7,208","7,331","7,452","7,506","7,513","7,512","7,552","7,588","7,658"
".Gonzales County, Texas","19,797","19,755","19,930","20,143","20,347","20,510","20,787","20,742","20,781","20,837"
".Gray County, Texas","22,470","22,661","22,920","22,996","23,432","23,265","22,741","22,106","22,051","21,886"
".Grayson County, Texas","121,034","121,430","121,854","122,362","123,599","125,628","128,291","131,152","133,787","136,212"
".Gregg County, Texas","121,984","122,656","123,089","123,233","123,146","123,800","123,367","122,852","123,251","123,945"
".Grimes County, Texas","26,616","26,655","26,679","26,792","26,997","27,299","27,494","27,955","28,291","28,880"
".Guadalupe County, Texas","132,587","135,809","139,641","142,881","146,811","150,578","154,492","159,639","163,276","166,847"
".Hale County, Texas","36,269","36,381","36,258","35,676","34,451","34,034","34,107","33,954","33,631","33,406"
".Hall County, Texas","3,359","3,312","3,268","3,164","3,075","3,094","3,113","3,042","3,025","2,964"
".Hamilton County, Texas","8,465","8,389","8,249","8,241","8,160","8,080","8,237","8,407","8,477","8,461"
".Hansford County, Texas","5,599","5,580","5,534","5,547","5,561","5,654","5,592","5,485","5,470","5,399"
".Hardeman County, Texas","4,159","4,159","4,097","4,065","3,990","3,920","3,982","3,959","3,929","3,933"
".Hardin County, Texas","54,784","55,070","55,122","55,305","55,510","55,758","56,242","57,117","57,107","57,602"
".Harris County, Texas","4,107,666","4,179,568","4,263,094","4,353,187","4,455,994","4,557,846","4,623,960","4,657,972","4,680,045","4,713,325"
".Harrison County, Texas","65,765","66,338","66,256","66,267","66,581","66,685","66,611","66,468","66,584","66,553"
".Hartley County, Texas","6,064","6,031","6,090","5,999","6,055","5,702","5,740","5,716","5,611","5,576"
".Haskell County, Texas","5,879","5,959","5,885","5,901","5,811","5,821","5,751","5,699","5,699","5,658"
".Hays County, Texas","158,214","163,270","168,519","176,035","184,854","194,662","204,546","214,726","222,706","230,191"
".Hemphill County, Texas","3,795","3,956","4,093","4,153","4,165","4,277","4,101","3,929","3,845","3,819"
".Henderson County, Texas","78,665","78,837","78,992","78,669","79,324","79,492","80,062","80,954","82,103","82,737"
".Hidalgo County, Texas","779,149","795,517","808,334","818,619","829,819","839,667","848,960","856,249","862,298","868,707"
".Hill County, Texas","35,144","35,200","35,157","34,851","34,767","34,828","35,102","35,703","36,165","36,649"
".Hockley County, Texas","22,853","22,931","23,074","23,408","23,463","23,310","23,043","22,977","22,971","23,021"
".Hood County, Texas","51,268","51,563","52,129","52,860","53,812","55,227","56,569","57,973","60,177","61,643"
".Hopkins County, Texas","35,208","35,259","35,312","35,299","35,686","35,973","36,184","36,451","36,738","37,084"
".Houston County, Texas","23,682","23,434","23,213","22,809","22,809","22,747","22,897","23,089","23,068","22,968"
".Howard County, Texas","34,993","34,990","35,495","36,185","36,542","37,123","36,214","35,817","35,925","36,664"
".Hudspeth County, Texas","3,472","3,412","3,357","3,339","3,306","3,541","4,254","4,604","4,788","4,886"
".Hunt County, Texas","86,365","86,687","86,979","87,429","88,639","89,670","91,895","94,046","96,606","98,594"
".Hutchinson County, Texas","22,214","22,024","22,022","21,921","21,915","21,793","21,528","21,343","21,119","20,938"
".Irion County, Texas","1,607","1,592","1,573","1,610","1,574","1,543","1,562","1,512","1,516","1,536"
".Jack County, Texas","9,004","9,030","8,992","8,951","8,880","8,883","8,789","8,828","8,825","8,935"
".Jackson County, Texas","14,091","14,048","14,271","14,610","14,723","14,808","14,873","14,806","14,834","14,760"
".Jasper County, Texas","35,777","36,204","35,854","35,617","35,424","35,266","35,417","35,549","35,769","35,529"
".Jeff Davis County, Texas","2,344","2,282","2,296","2,231","2,217","2,199","2,231","2,260","2,243","2,274"
".Jefferson County, Texas","252,455","253,494","251,605","253,079","252,897","255,112","255,748","256,041","253,234","251,565"
".Jim Hogg County, Texas","5,287","5,289","5,277","5,263","5,328","5,296","5,257","5,212","5,192","5,200"
".Jim Wells County, Texas","40,894","41,224","41,651","41,681","41,504","41,523","41,181","40,920","40,756","40,482"
".Johnson County, Texas","151,264","152,094","153,415","154,535","156,733","159,345","162,763","167,012","171,121","175,817"
".Jones County, Texas","20,238","20,270","19,870","20,044","19,850","19,966","19,971","19,827","19,866","20,083"
".Karnes County, Texas","14,889","14,959","14,859","14,727","14,910","15,413","15,494","15,556","15,660","15,601"
".Kaufman County, Texas","103,872","105,199","106,553","108,248","110,872","114,055","117,904","122,628","128,279","136,154"
".Kendall County, Texas","33,589","34,421","35,551","37,133","38,363","39,938","41,903","43,969","45,603","47,431"
".Kenedy County, Texas",417,438,447,438,437,441,436,427,437,404
".Kent County, Texas",812,813,825,782,748,747,748,759,726,762
".Kerr County, Texas","49,643","49,641","49,719","49,787","50,343","50,880","51,426","51,892","52,415","52,600"
".Kimble County, Texas","4,601","4,594","4,525","4,461","4,464","4,391","4,413","4,385","4,338","4,337"
".King County, Texas",288,258,270,273,263,282,292,289,276,272
".Kinney County, Texas","3,590","3,607","3,639","3,632","3,554","3,589","3,636","3,711","3,692","3,667"
".Kleberg County, Texas","32,037","32,029","32,097","32,021","31,891","31,413","31,304","30,752","30,722","30,680"
".Knox County, Texas","3,723","3,722","3,730","3,722","3,801","3,792","3,732","3,674","3,662","3,664"
".Lamar County, Texas","49,820","49,861","49,656","49,092","49,411","49,373","49,528","49,568","49,729","49,859"
".Lamb County, Texas","13,993","14,059","13,863","13,663","13,484","13,259","13,195","13,165","13,103","12,893"
".Lampasas County, Texas","19,762","19,924","20,054","20,142","20,106","20,362","20,524","20,861","21,134","21,428"
".La Salle County, Texas","6,913","7,002","7,157","7,444","7,481","7,637","7,596","7,530","7,493","7,520"
".Lavaca County, Texas","19,256","19,311","19,528","19,631","19,779","19,919","19,891","20,028","20,114","20,154"
".Lee County, Texas","16,591","16,556","16,505","16,545","16,621","16,868","16,975","17,109","17,097","17,239"
".Leon County, Texas","16,723","16,829","16,741","16,620","16,730","17,028","17,200","17,235","17,260","17,404"
".Liberty County, Texas","75,859","75,990","76,370","76,849","78,045","79,537","81,354","83,597","85,802","88,219"
".Limestone County, Texas","23,492","23,591","23,686","23,440","23,529","23,442","23,472","23,391","23,343","23,437"
".Lipscomb County, Texas","3,283","3,334","3,447","3,490","3,553","3,559","3,494","3,364","3,342","3,233"
".Live Oak County, Texas","11,556","11,507","11,655","11,817","12,057","12,173","12,023","12,146","12,148","12,207"
".Llano County, Texas","19,336","19,073","19,266","19,509","19,666","20,081","20,592","21,167","21,600","21,795"
".Loving County, Texas",84,95,86,106,89,119,117,133,148,169
".Lubbock County, Texas","280,301","283,408","285,961","289,515","294,433","298,337","302,094","305,413","307,627","310,569"
".Lynn County, Texas","5,914","5,886","5,796","5,728","5,798","5,746","5,775","5,832","5,848","5,951"
